book_id,authors,year,title,average_rating
5303,Dr. Seuss,1974,There's a Wocket in My Pocket!,4.02
5304,Dean Koontz,1989,Midnight,3.81
5305,Madeleine Wickham,1998,The Gatecrasher,3.24
5306,Neal Stephenson,2004,"The Confusion (The Baroque Cycle, #2)",4.24
5307,Terry Pratchett,2013,"Raising Steam (Discworld, #40, Moist von Lipwig #3 )",3.93
5308,Joelle Charbonneau,2014,"Independent Study (The Testing, #2)",3.97
5309,Sue Grafton,2015,"X (Kinsey Millhone, #24)",3.88
5310,"Roger Zelazny, Sönmez Güven",1967,Lord of Light,4.1
5311,"Roald Dahl, Quentin Blake",1990,Esio Trot,3.74
5312,Mike Mignola,1998,"Hellboy, Vol. 3: The Chained Coffin and Others (Hellboy, #3)",4.21
5313,Scott B. Smith,1993,A Simple Plan,3.91
5314,"James Patterson, Michael Ledwidge",2009,"Run for Your Life (Michael Bennett, #2)",4.0
5315,"Joan Didion, David Thomson",1970,Play It as It Lays,3.86
5316,Kelley Armstrong,2004,"Dime Store Magic (Women of the Otherworld, #3)",4.07
5317,Kim Stanley Robinson,1996,"Blue Mars (Mars Trilogy, #3)",3.92
5318,"Paulo Coelho, Alan R. Clarke",1988,The Valkyries,3.3
5319,Louise Penny,2014,"The Long Way Home (Chief Inspector Armand Gamache, #10)",4.06
5320,A.S. King,2010,Please Ignore Vera Dietz,3.91
5321,"Joseph Delaney, Patrick  Arrasmith",2005,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)",4.1
5322,L.J. Smith,1991,"The Struggle (The Vampire Diaries, #2)",3.5
5323,Karen Marie Moning,2002,"The Dark Highlander (Highlander, #5)",4.31
5324,Karen Marie Moning,2004,"The Immortal Highlander (Highlander, #6)",4.34
5325,Reza Aslan,2005,"No god but God: The Origins, Evolution and Future of Islam",4.13
5326,Philip K. Dick,1981,"VALIS (VALIS Trilogy, #1)",3.94
5327,"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",1949,The Second Sex,4.09
5328,Jennifer A. Nielsen,2013,"The Runaway King (The Ascendance Trilogy, #2)",4.23
5329,"Margaret Weis, Tracy Hickman",1990,"Dragon Wing (The Death Gate Cycle, #1)",3.93
5330,Kurt Vonnegut Jr.,1979,Jailbird,3.81
5331,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2007,"Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, #9)",4.27
5332,Dan Simmons,2003,"Ilium (Ilium, #1)",4.01
5333,"Noelle Stevenson, Grace Ellis, Shannon Waters, Shannon Watters, Brooke A. Allen, Faith Hicks, Kat Leyh, Brooke Allen, Carolyn Nowak, Various, Carey Pietsch",2015,"Lumberjanes, Vol. 1: Beware the Kitten Holy",3.94
5334,Elaine N. Aron,1996,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,3.87
5335,Chitra Banerjee Divakaruni,2008,The Palace of Illusions,4.11
5336,H.W. Brands,2000,The First American: The Life and Times of Benjamin Franklin,4.09
5337,"Douglas Preston, Lincoln Child",2005,"Dance of Death (Pendergast, #6; Diogenes, #2)",4.16
5338,Susan Beth Pfeffer,2010,"This World We Live In (Last Survivors, #3)",3.81
5339,"Yoshihiro Togashi, 冨樫 義博",1998,"Hunter x Hunter, Vol. 01 (Hunter x Hunter, #1)",4.43
5340,J.D. Robb,1997,"Vengeance in Death (In Death, #6)",4.34
5341,Connie Willis,1998,"To Say Nothing of the Dog (Oxford Time Travel, #2)",4.13
5342,"James Patterson, Ned Rust",2010,"The Gift (Witch & Wizard, #2)",3.78
5343,Michael Crichton,1972,The Terminal Man,3.34
5344,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011,"A Game of Thrones: Comic Book, Issue 1",4.65
5345,Holly Black,2010,"White Cat (Curse Workers, #1)",3.81
5346,Raymond Carver,1988,Where I'm Calling From: New and Selected Stories,4.42
5347,Jasper Fforde,2004,"Something Rotten (Thursday Next, #4)",4.15
5348,Jean M. Auel,2011,"The Land of Painted Caves (Earth's Children, #6)",3.24
5349,Lucy Grealy,1994,Autobiography of a Face,3.96
5350,Lauren Oliver,2015,Vanishing Girls,3.59
5351,Walt Disney Company,1812,Snow White and the Seven Dwarfs (Little Golden Book),4.18
5352,"Angie Sage, Mark Zug",2011,"Darke (Septimus Heap, #6)",4.23
5353,Jeff Kinney,2010,The Wimpy Kid Movie Diary (Diary of a Wimpy Kid),4.16
5354,Dashiell Hammett,1934,The Thin Man,3.97
5355,Candace Bushnell,2003,Trading Up,3.2
5356,David Brin,1987,"The Uplift War (The Uplift Saga, #3)",4.06
5357,Raymond E. Feist,1997,"Rage of a Demon King (The Serpentwar Saga, #3)",4.02
5358,"Kingsley Amis, David Lodge",1954,Lucky Jim,3.79
5359,Karin Slaughter,2003,"A Faint Cold Fear (Grant County, #3)",4.12
5360,Marie Lu,2015,"The Rose Society (The Young Elites, #2)",4.11
5361,Kristin Hannah,2000,Angel Falls,3.9
5362,Susane Colasanti,2009,Waiting For You,3.84
5363,Jeff Hobbs,2014,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,4.13
5364,Li Cunxin,2003,Mao's Last Dancer,4.12
5365,Lisa Gardner,2009,"The Neighbor (Detective D.D. Warren, #3)",4.08
5366,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2008,"Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)",4.34
5367,Greg Bear,1984,"Eon (The Way, #1)",3.86
5368,Helen Simonson,2016,The Summer Before the War,3.79
5369,"C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston",1961,"Memories, Dreams, Reflections",4.19
5370,Laurell K. Hamilton,2010,"Bullet (Anita Blake, Vampire Hunter #19)",3.82
5371,Diana Gabaldon,2011,"The Scottish Prisoner (Lord John Grey, #3)",4.19
5372,Meg Cabot,2001,"Reunion (The Mediator, #3)",4.09
5374,"Milan Kundera, Suzanne Rappaport",1970,Laughable Loves,3.86
5375,Julia Quinn,2007,"The Secret Diaries of Miss Miranda Cheever (Bevelstoke, #1)",3.93
5376,Founding Fathers,1787,The Constitution of the United States of America,4.54
5377,Gilles Néret,1992,Gustav Klimt: 1862-1918,4.12
5378,Malcolm Lowry,1947,Under the Volcano,3.8
5379,Rachel Abbott,2014,Sleep Tight,3.98
5380,"Mary Pope Osborne, Salvatore Murdocca",2002,"Dinosaurs Before Dark (Magic Tree House, #1)",3.87
5381,Robert A. Heinlein,1958,Have Space Suit—Will Travel,3.89
5382,Jack London,1904,The Sea Wolf,4.01
5383,Meg Cabot,2001,"Darkest Hour (The Mediator, #4)",4.16
5384,Kate Beaton,2011,Hark! A Vagrant,4.27
5385,Ann Packer,2002,The Dive From Clausen's Pier,3.41
5386,"Thomas Mann, Michael Henry Heim, Michael Cunningham",1912,Death in Venice,3.73
5387,"Sogyal Rinpoche, Andrew Harvey",1992,The Tibetan Book of Living and Dying,4.22
5388,Orson Scott Card,1999,Enchantment,3.89
5389,Edgar Allan Poe,1839,The Fall of the House of Usher,3.92
5390,D.J. MacHale,2009,"The Soldiers of Halla (Pendragon, #10)",4.27
5391,E. Lockhart,2005,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",3.49
5392,Pat Barker,1991,"Regeneration (Regeneration, #1)",4.03
5393,Veronica Roth,2014,"The Initiate (Divergent, #0.2)",4.2
5394,Michael J. Fox,2002,Lucky Man,4.06
5395,Margaret Atwood,2005,The Penelopiad,3.66
5396,"John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine",2007,The Improbable Adventures of Sherlock Holmes,4.37
5397,Gigi Levangie Grazer,2005,The Starter Wife,3.51
5398,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2003,"Fables, Vol. 2: Animal Farm",4.12
5399,"James     Baldwin, Kıvanç Güney",1963,The Fire Next Time,4.45
5400,Mo Willems,2006,Don't Let the Pigeon Stay Up Late!,4.35
5401,"Grant Morrison, Frank Quitely",2005,We3,3.95
5402,Meg Cabot,2003,"Princess in Pink (The Princess Diaries, #5)",3.69
5403,Ellen Schreiber,2008,"The Coffin Club (Vampire Kisses, #5)",4.06
5404,Sinclair Lewis,1920,Main Street,3.75
5405,"Rick Riordan, John Rocco",2014,Percy Jackson's Greek Gods (A Percy Jackson and the Olympians Guide),4.51
5406,Catherine Gilbert Murdock,2006,"Dairy Queen (Dairy Queen, #1)",3.73
5407,Michael Chabon,2012,Telegraph Avenue,3.36
5408,Karin Slaughter,2009,"Undone (Will Trent, #3)",4.24
5409,Erika Swyler,2015,The Book of Speculation,3.59
5410,Laurell K. Hamilton,2009,"Flirt (Anita Blake, Vampire Hunter #18)",3.7
5411,Nora Roberts,1998,"Inner Harbor (Chesapeake Bay Saga, #3)",4.16
5412,Christopher Moore,2010,"Bite Me (A Love Story, #3)",3.85
5413,Frederick Franck,1973,Zen of Seeing: Seeing/Drawing as Meditation,3.92
5414,Kristen Britain,1998,"Green Rider (Green Rider, #1)",4.09
5415,Anne McCaffrey,1968,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",4.22
5416,Helen Oyeyemi,2013,"Boy, Snow, Bird",3.34
5417,Sue Grafton,1988,"E is for Evidence (Kinsey Millhone, #5)",3.88
5418,David  Brooks,2011,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",3.83
5419,Ian McEwan,2010,Solar,3.23
5420,Thomas S. Kuhn,1962,The Structure of Scientific Revolutions,3.98
5421,Andrea Levy,2004,Small Island,3.89
5422,Louise Penny,2016,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",4.46
5423,Sidney Sheldon,2000,The Sky is Falling,3.54
5424,Peter M. Senge,1990,The Fifth Discipline: The Art & Practice of The Learning Organization,3.93
5425,"Arthur Koestler, Daphne Hardy",1940,Darkness at Noon,4.06
5426,Jaci Burton,2011,"The Perfect Play (Play by Play, #1)",3.93
5427,Jane Green,1997,Straight Talking,3.63
5428,Jack Campbell,2006,"Dauntless (The Lost Fleet, #1)",3.93
5429,Lois McMaster Bujold,2000,"The Curse of Chalion (World of the Five Gods, #1)",4.16
5430,Elizabeth Flock,2005,Me & Emma,3.9
5431,Nora Roberts,2002,"Chesapeake Blue (Chesapeake Bay Saga, #4)",4.17
5432,Malinda Lo,2009,Ash,3.62
5433,Bernard Cornwell,2009,"The Burning Land (The Saxon Stories, #5)",4.29
5434,Megan McCafferty,2003,"Second Helpings (Jessica Darling, #2)",4.08
5435,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",1972,Diane Arbus: Monograph,4.0
5436,Carolyn Mackler,2003,"The Earth, My Butt, and Other Big Round Things",3.77
5437,Joseph Conrad,1900,Lord Jim,3.61
5438,Leo Lionni,1975,A Color of His Own,4.25
5439,Neil Gaiman,1987,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,4.31
5440,Andrew Clements,2002,"Things Not Seen (Things, #1)",3.88
5441,"Frank E. Peretti, Ted Dekker",2006,House,3.6
5442,"V.E. Schwab, Victoria Schwab",2013,"Vicious (Villains, #1)",4.25
5443,Clive Cussler,1976,"Raise the Titanic! (Dirk Pitt, #4)",3.96
5444,Eoin Colfer,2004,The Supernaturalist,3.85
5445,Meg Cabot,2007,"Queen of Babble in the Big City (Queen of Babble, #2)",3.77
5446,Dr. Seuss,1958,Yertle the Turtle and Other Stories,4.13
5447,Camron Wright,2012,The Rent Collector,4.23
5448,Rohinton Mistry,2001,Family Matters,3.99
5449,Harvey Karp,2002,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,3.92
5450,"Penelope Douglas, Nelson Hobbs",2013,"Until You (Fall Away, #1.5)",4.36
5451,Dee Lestari,2004,Perahu Kertas,3.94
5452,Gordon Korman,2000,Schooled,3.82
5453,"Dallas Hartwig, Melissa Hartwig",2012,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,4.09
5454,Ted Kerasote,2007,Merle's Door: Lessons from a Freethinking Dog,4.18
5455,Gary Paulsen,1996,"Brian's Winter (Brian's Saga, #3)",3.98
5456,Julia Alvarez,1991,How the García Girls Lost Their Accents ,3.62
5457,"J. Lynn, Jennifer L. Armentrout",2014,"Be with Me (Wait for You, #2)",4.15
5458,Louisa May Alcott,1886,"Jo's Boys (Little Women, #3)",3.8
5459,Harlan Coben,2016,Home (Myron Bolitar #11),4.2
5460,Charles Bukowski,1969,Notes of a Dirty Old Man,3.99
5461,"Jussi Adler-Olsen, K.E. Semmel",2008,"The Absent One (Department Q, #2)",3.85
5462,James McBride,2013,The Good Lord Bird,3.75
5463,Susan Cooper,1974,"Greenwitch (The Dark Is Rising, #3)",4.0
5464,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006,"The Walking Dead, Vol. 05: The Best Defense",4.3
5465,Elizabeth Chandler,1995,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",4.08
5466,Abbi Glines,2014,"Take a Chance (Rosemary Beach, #7; Chance, #1)",4.15
5467,Daniel Silva,2011,"Portrait of a Spy (Gabriel Allon, #11)",4.24
5468,Kate Atkinson,2006,"One Good Turn (Jackson Brodie, #2)",3.79
5469,Clive Barker,2002,"Abarat (Abarat, #1)",4.08
5470,Arthur C. Clarke,1987,"2061: Odyssey Three (Space Odyssey, #3)",3.52
5471,"Marshall Goldsmith, Mark Reiter",2007,What Got You Here Won't Get You There: How Successful People Become Even More Successful,3.94
5472,Richard Paul Evans,2010,"The Walk (The Walk, #1)",4.12
5473,Claudia Gray,2011,"Afterlife (Evernight, #4)",3.8
5474,Nick Hornby,2007,Slam,3.27
5475,Robin LaFevers,2013,"Dark Triumph (His Fair Assassin, #2)",4.15
5476,Kwame Alexander,2014,The Crossover,4.22
5477,Andrea Hirata,2007,"Edensor (Tetralogi Laskar Pelangi, #3)",4.06
5478,Alan Hollinghurst,2004,The Line of Beauty,3.7
5479,Susanna Kearsley,2011,The Rose Garden,4.01
5480,Frank E. Peretti,2005,Monster,3.8
5481,Daniel Silva,2002,"The English Assassin (Gabriel Allon, #2)",4.12
5482,Chuck Klosterman,2006,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,3.85
5483,Peter F. Drucker,1966,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),4.11
5484,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014,"The Wicked + The Divine, Vol. 1: The Faust Act",3.9
5485,Dean Koontz,2013,Innocence,3.69
5486,John Sandford,2004,"Dark of the Moon (Virgil Flowers, #1)",4.0
5487,"Esther Hicks, Jerry Hicks",2006,The Law of Attraction: The Basics of the Teachings of Abraham,4.15
5488,Alexandra Bracken,2014,"In The Afterlight (The Darkest Minds, #3)",4.36
5489,Aimee Carter,2012,"Goddess Interrupted (Goddess Test, #2)",4.02
5490,"Holly Black, Tony DiTerlizzi",2003,"Lucinda's Secret (The Spiderwick Chronicles, #3)",3.87
5491,"Beverly Cleary, Tracy Dockray",1950,"Henry Huggins (Henry Huggins, #1)",3.97
5492,"Russell Hoban, Garth Williams",1960,Bedtime for Frances,4.14
5493,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981,Totto-chan: The Little Girl at the Window,4.3
5494,Joe Abercrombie,2015,"Half the World (Shattered Sea, #2)",4.2
5495,Roger Lowenstein,2000,When Genius Failed: The Rise and Fall of Long-Term Capital Management,4.16
5496,Natalie Goldberg,1986,Writing Down the Bones: Freeing the Writer Within,4.17
5497,Darren Shan,2002,"Hunters of the Dusk (Cirque Du Freak, #7)",4.17
5498,Tad Williams,1996,"City of Golden Shadow (Otherland, #1)",3.9
5499,Charlaine Harris,2007,"An Ice Cold Grave (Harper Connelly, #3)",3.95
5500,Katherine Paterson,1980,Jacob Have I Loved,3.64
5501,"James Patterson, Liza Marklund",2010,The Postcard Killers,3.78
5502,"Julietta Suzuki, Tomo Kimura",2008,"Kamisama Kiss, Vol. 1",4.38
5503,Colleen Hoover,2014,"Maybe Not (Maybe, #1.5)",4.14
5504,D.J. MacHale,2004,"Black Water (Pendragon, #5)",4.16
5505,Agatha Christie,1942,"Five Little Pigs (Hercule Poirot, #24)",3.95
5506,China Miéville,2011,Embassytown,3.86
5507,Dean Koontz,2002,By the Light of the Moon,3.84
5508,Arthur Conan Doyle,1927,"Sherlock Holmes: The Complete Novels and Stories, Volume I",4.45
5509,Dorothy L. Sayers,1930,"Strong Poison (Lord Peter Wimsey, #6)",4.14
5510,Gary Larson,1984,The Far Side Gallery,4.42
5511,Julie Kagawa,2013,"The Eternity Cure (Blood of Eden, #2)",4.26
5512,J.D. Robb,1998,"Holiday in Death (In Death, #7)",4.31
5513,Tarryn Fisher,2013,"Thief (Love Me with Lies, #3)",4.4
5514,Aron Ralston,2004,Between a Rock and a Hard Place,3.82
5515,David Gemmell,1984,"Legend (The Drenai Saga, #1)",4.25
5516,Sheila Turnage,2012,"Three Times Lucky (Tupelo Landing, #1)",4.01
5517,Meg Cabot,2004,"Every Boy's Got One (Boy, #3)",3.77
5518,Ann Rule,1987,Small Sacrifices: A True Story of Passion and Murder,4.2
5519,Chris Bohjalian,2016,The Guest Room,3.68
5520,"Avery Monsen, Jory John",2010,All My Friends Are Dead,4.24
5521,Matthew Reilly,2007,"The Six Sacred Stones (Jack West Jr, #2)",4.16
5522,Nora Roberts,1998,"Rising Tides (Chesapeake Bay Saga, #2)",4.16
5523,Tite Kubo,2004,"Bleach, Volume 15",4.41
5524,"Johnny Cash, Patrick   Carr",1997,Cash,4.08
5525,Sidney Sheldon,1976,A Stranger In The Mirror,3.61
5526,Carl Hiaasen,2005,Flush,3.86
5527,"Isak Dinesen, Karen Blixen",1937,Out of Africa,3.96
5528,Robert Crais,2007,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",4.1
5529,Nassim Nicholas Taleb,2012,Antifragile: Things That Gain from Disorder,4.04
5530,Molly McAdams,2012,"From Ashes (From Ashes, #1)",4.13
5531,Sam Harris,2012,Free Will,3.83
5532,Marieke Nijkamp,2016,This Is Where It Ends,3.63
5533,Rachel Vincent,2007,"Stray (Shifters, #1)",3.79
5534,Elin Hilderbrand,2008,A Summer Affair,3.66
5535,Rebecca Stead,2012,Liar & Spy,3.81
5536,"Brian Jacques, Gary Chalk",1991,"Mariel of Redwall (Redwall, #4)",3.96
5537,Steven Pinker,2002,The Blank Slate: The Modern Denial of Human Nature,4.07
5538,Peter F. Hamilton,2007,The Dreaming Void,4.18
5539,Meg Cabot,2009,"Being Nikki (Airhead, #2)",3.87
5540,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606,Antony and Cleopatra,3.67
5541,Margaret Peterson Haddix,2001,"Among the Impostors (Shadow Children, #2)",4.05
5542,Christopher Pike,2010,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",4.14
5543,Zane,1998,Addicted,4.26
5544,Kristen Simmons,2012,"Article 5 (Article 5, #1)",3.78
5545,"Randy Shilts, William Greider",1987,"And the Band Played On: Politics, People, and the AIDS Epidemic",4.37
5546,Laurelin Paige,2013,"Found in You (Fixed, #2)",4.27
5547,Lara Adrian,2008,"Midnight Rising (Midnight Breed, #4)",4.23
5548,Karin Slaughter,2002,"Kisscut (Grant County, #2)",4.12
5549,"Miranda July, Brigitte Sire",2011,It Chooses You,3.88
5550,"Hubert Selby Jr., Gilbert Sorrentino",1964,Last Exit to Brooklyn,3.94
5551,"Mario Vargas Llosa, Edith Grossman",2000,The Feast of the Goat,4.22
5552,Jordan Sonnenblick,2004,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",4.25
5553,Miranda July,2015,The First Bad Man,3.58
5554,Tad Williams,1993,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",4.19
5555,Jay Crownover,2013,"Jet (Marked Men, #2)",4.09
5556,John Banville,2005,The Sea,3.49
5557,"James Patterson, David Ellis",2014,Invisible,4.05
5558,Dean Koontz,1993,Mr. Murder,3.72
5559,Gail Carriger,2010,"Changeless (Parasol Protectorate, #2)",4.0
5560,L.E. Modesitt Jr.,1991,The Magic of Recluce (The Saga of Recluce #1),3.84
5561,John Jakes,1974,"The Bastard (Kent Family Chronicles, #1)",4.09
5562,Ben H. Winters,2012,"The Last Policeman (The Last Policeman, #1)",3.76
5563,George R. Stewart,1949,Earth Abides,3.96
5564,"Douglas Preston, Lincoln Child",1999,Thunderhead,4.09
5565,Darren Shan,2002,"Allies of the Night (Cirque du Freak, #8)",4.19
5566,Thea Harrison,2011,"Dragon Bound (Elder Races, #1)",4.13
5567,L.M. Montgomery,1919,"Rainbow Valley (Anne of Green Gables, #7)",4.0
5568,Stephen King,2005,The Colorado Kid (Hard Case Crime #13),3.28
5569,"Diane Mowat, W.W. Jacobs",1902,The Monkey's Paw (Oxford Bookworms),3.85
5570,John Saul,1991,Darkness,3.92
5571,"Jerry Bridges, Foster W. Cline, Jim Fay",1978,The Pursuit of Holiness,4.28
5572,Lisa Kleypas,2004,"Again the Magic (Wallflowers, #0)",4.05
5573,Anne Rivers Siddons,1998,Low Country,3.96
5574,Jennifer Donnelly,2010,Revolution,4.02
5575,Eric S. Nylund,2001,Halo: The Fall of Reach,4.25
5576,Kim Harrison,2013,"Ever After (The Hollows, #11)",4.45
5577,Frank De Felitta,1975,Audrey Rose,3.86
5578,Nathan  Hill,2016,The Nix,4.12
5579,Sophie Jordan,2011,"Vanish (Firelight, #2)",3.95
5580,Bill Watterson,1989,The Calvin and Hobbes Lazy Sunday Book,4.66
5581,J. Sheridan Le Fanu,1872,Carmilla,3.83
5582,Garth Nix,2004,"Drowned Wednesday (The Keys to the Kingdom, #3)",3.85
5583,Melina Marchetta,2003,Saving Francesca,3.97
5584,K.A. Linde,2012,"Avoiding Commitment (Avoiding, #1)",3.85
5585,"James Patterson, Maxine Paetro",2012,"Confessions of a Murder Suspect (Confessions, #1)",3.89
5586,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",4.21
5587,Chris Bohjalian,2008,Skeletons at the Feast,3.99
5588,Sue Grafton,1994,"L is for Lawless (Kinsey Millhone, #12)",3.91
5589,Jerry Spinelli,2003,Milkweed,4.0
5590,"Laura Joffe Numeroff, Felicia Bond",2000,If You Give a Pig a Party,4.22
5591,William Gibson,1993,"Virtual Light (Bridge, #1)",3.84
5592,Craig Ferguson,2009,American on Purpose: The Improbable Adventures of an Unlikely Patriot,3.96
5593,Michael J. Fox,2008,Always Looking Up: The Adventures of an Incurable Optimist,3.82
5594,Sarah MacLean,2010,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",4.08
5595,Charlotte Rogan,2012,The Lifeboat,3.2
5596,"Henryk Sienkiewicz, W.S. Kuniczak",1895,Quo Vadis,4.13
5597,Amy Ewing,2014,"The Jewel (The Lone City, #1)",3.86
5598,Chris d'Lacey,2001,"The Fire Within (The Last Dragon Chronicles, #1)",3.76
5599,"Raymond E. Feist, Janny Wurts",1990,"Servant of the Empire (The Empire Trilogy, #2)",4.27
5600,Nora Roberts,2008,"The Hollow (Sign of Seven, #2)",4.11
5601,"Deborah Guarino, Steven Kellogg",1989,Is Your Mama a Llama?,4.16
5602,Anna Todd,2013,"After We Collided (After, #2)",3.73
5603,Jacob Tomsky,2012,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",3.54
5604,Tony Horwitz,1998,Confederates in the Attic: Dispatches from the Unfinished Civil War,4.08
5605,David Wong,2012,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",4.26
5606,"Robert Descharnes, Gilles Néret",1994,Dali: The Paintings,4.17
5607,Matthew Reilly,2005,"Seven Deadly Wonders (Jack West Jr, #1)",4.08
5608,Cherrie Lynn,2009,"Unleashed (Ross Siblings, #1)",3.89
5609,Laurell K. Hamilton,2006,"Mistral's Kiss (Merry Gentry, #5)",4.03
5610,Stephen R. Covey,2010,The 8th Habit: From Effectiveness to Greatness,3.99
5611,Larissa Ione,2009,Desire Unchained (Demonica #2),4.25
5612,"Dean Koontz, Leigh Nichols",2000,Cold Fire / Hideaway / The Key to Midnight,4.16
5613,Dan Wells,2009,"I Am Not A Serial Killer (John Cleaver, #1)",3.77
5614,Laura Dave,2015,Eight Hundred Grapes,3.58
5615,Fannie Flagg,1998,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",3.84
5616,Irvine Welsh,1998,Filth,3.76
5617,Lori Lansens,2005,The Girls,3.79
5618,Janet Evanovich,2016,"Turbo Twenty-Three (Stephanie Plum, #23)",3.75
5619,Sandra Brown,1999,The Alibi,4.03
5620,Wiley Cash,2012,A Land More Kind Than Home,3.84
5621,Ann M. Martin,1986,"Kristy's Great Idea (The Baby-Sitters Club, #1)",3.94
5622,Roland Smith,2012,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",4.17
5623,Sheri  Fink,2013,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,3.87
5624,"Henning Mankell, Steven T. Murray",1996,"The Fifth Woman (Kurt Wallander, #6)",4.02
5625,Sarah Vowell,2008,The Wordy Shipmates,3.66
5626,"Guy de Maupassant, Douglas Parmée",1885,Bel-Ami,3.81
5627,Norman Maclean,1976,A River Runs Through It and Other Stories,4.17
5628,"María Dueñas, Daniel Hahn",2009,The Time in Between,4.04
5629,Toni Morrison,1997,Paradise,3.77
5630,William Gibson,1996,Idoru (Bridge #2),3.78
5631,Kristan Higgins,2013,"The Best Man (Blue Heron, #1)",3.93
5632,Diana Wynne Jones,1990,"Castle in the Air (Howl's Moving Castle, #2)",3.93
5633,Jude Watson,2011,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",4.14
5634,Deborah Blum,2010,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,4.0
5635,Penelope Ward,2016,RoomHate,4.07
5636,Elizabeth Scott,2008,Living Dead Girl,3.83
5637,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500,The Dhammapada,4.29
5638,Kristen Ashley,2012,"Law Man (Dream Man, #3)",4.33
5639,Kathy Reichs,2000,"Deadly Decisions (Temperance Brennan, #3)",3.93
5640,Brené Brown,2015,Rising Strong,4.19
5641,Alan Bradley,2013,"Speaking from Among the Bones (Flavia de Luce, #5)",4.17
5642,"James Patterson, Maxine Paetro",2009,Swimsuit,3.63
5643,Elisabeth Elliot,1956,Through Gates of Splendor,4.38
5644,Tarryn Fisher,2012,"Dirty Red (Love Me with Lies, #2)",4.22
5645,Holly Black,2015,The Darkest Part of the Forest,3.91
5646,Susan Elizabeth Phillips,1998,"Dream a Little Dream (Chicago Stars, #4)",4.18
5648,Gail Tsukiyama,1994,The Samurai's Garden,4.12
5649,Sally   Thorne,2016,The Hating Game,4.24
5650,Julia Heaberlin,2015,Black-Eyed Susans,3.78
5651,Penny Reid,2013,"Neanderthal Seeks Human (Knitting in the City, #1)",3.96
5652,"Scott Westerfeld, Keith Thompson",2011,"Goliath (Leviathan, #3)",4.25
5653,"Akira Amano, JN Productions, Frances E. Wall",2004,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",4.22
